data,precip_mm,spi3,spi12
1970-01-01,308.6,,
1970-02-01,51.7,,
1970-03-01,110.0,1.077925278570598,
1970-04-01,14.0,-0.659061830831763,
1970-05-01,4.3,-0.7191893060343834,
1970-06-01,2.9,-1.8235987017855644,
1970-07-01,6.4,-1.4455215363389031,
1970-08-01,2.5,-0.728638607719269,
1970-09-01,0.3,-0.31911094899215686,
1970-10-01,93.3,2.3820965220530548,
1970-11-01,8.7,2.399846292600679,
1970-12-01,0.3,1.1025287419271668,0.5133160702096791
1971-01-01,10.8,-3.030955000613455,-0.8801060276064963
1971-02-01,48.8,-1.25370197977562,-0.8915434358381762
1971-03-01,128.3,-0.4918737406141864,-0.8491604147635876
1971-04-01,308.4,0.8944598674836344,0.5814058419565437
1971-05-01,51.0,1.3055765469734055,0.7786680592490215
1971-06-01,44.2,1.6893944639659204,0.9266634897607092
1971-07-01,5.6,1.002183665734897,0.9131660130439103
1971-08-01,0.6,0.9572020974055135,0.9020904494602993
1971-09-01,1.2,-0.5531892142031833,0.9042264078715125
1971-10-01,24.2,0.6814337010286233,0.6500920786431145
1971-11-01,2.8,0.7901492027041144,0.6185116429974359
1971-12-01,6.0,0.05407087224372886,0.6219044495147854
1972-01-01,81.4,0.10889752718184807,0.9184785964859723
1972-02-01,36.8,-0.331280617510447,0.8541038676186344
1972-03-01,95.2,-0.2972536286372069,0.7753588928418093
1972-04-01,44.6,-0.6525061577716581,-0.42383479975231364
1972-05-01,33.4,-0.34167922738133943,-0.5056602269701466
1972-06-01,13.4,-0.2606601401837446,-0.6692252837296155
1972-07-01,1.3,-0.05398860924377691,-0.693318580470301
1972-08-01,9.3,0.01897498384161601,-0.6407483277571331
1972-09-01,0.8,-0.07569524431628524,-0.6449311679403925
1972-10-01,0.8,-0.08577414958660248,-0.7910262015732528
1972-11-01,0.3,-1.031824982589565,-0.7809298033095493
1972-12-01,95.8,1.0426252235085507,-0.2958926699539957
1973-01-01,87.1,1.0324255035073724,-0.26917377272668974
1973-02-01,48.6,0.5022991132878464,-0.2321416063009151
1973-03-01,278.5,0.8337859431723709,0.602022218137204
1973-04-01,352.4,1.5446031097067023,1.6749184562856592
1973-05-01,54.5,1.9987853764085557,1.7153375866108342
1973-06-01,66.4,1.961165863699068,1.8460481747017858
1973-07-01,5.5,1.3809456043688082,1.8404600124136445
1973-08-01,2.2,1.5413877524778672,1.813873656115216
1973-09-01,5.5,0.09916246142071722,1.82868941456961
1973-10-01,21.0,0.7830470629364128,1.9336610116564765
1973-11-01,2.1,0.8038390995108196,1.9040196110818322
1973-12-01,13.2,0.12885455142980565,1.61800173092744
1974-01-01,130.3,0.7162494589714378,1.8263322906901656
1974-02-01,168.2,0.9462665794016718,2.1896854762740317
1974-03-01,161.9,1.0363142305953021,1.8877236039671694
1974-04-01,205.4,1.0757304133542158,1.394497979065609
1974-05-01,27.4,0.9174690903249475,1.2964607397172832
1974-06-01,11.7,0.9296169621784772,1.1044380375334646
1974-07-01,12.7,0.0412560232984689,1.1165384324400067
1974-08-01,1.7,0.11527726042002989,1.1098960397866855
1974-09-01,0.7,0.26624860833014985,1.09335127470195
1974-10-01,3.8,-0.49182176341177586,1.0459339272020944
1974-11-01,20.8,0.6868940776201978,1.0927936916145538
1974-12-01,24.8,0.3852866067464188,1.100678312227653
1975-01-01,47.2,0.14352282518101644,0.8593614707781105
1975-02-01,78.8,-0.08189126773240173,0.49209853274786014
1975-03-01,99.7,-0.20959623089738277,0.2650484942090933
1975-04-01,132.3,0.14562203603284457,-0.08720250594494577
1975-05-01,61.0,0.4194120461309579,0.09129712410713701
1975-06-01,34.2,0.8306444525100437,0.19996559304124092
1975-07-01,36.8,1.4570753206486549,0.29766736406279415
1975-08-01,2.2,1.521604763721378,0.2973545692452476
1975-09-01,2.3,1.7813452361865005,0.3019340076187037
1975-10-01,1.8,-0.48104879827960295,0.2826249670100321
1975-11-01,0.4,-0.569156362165222,0.1951186724930744
1975-12-01,28.5,-0.0013195949616342502,0.2040599911054604
1976-01-01,7.7,-1.0026223291599305,0.045859841312768074
1976-02-01,330.1,1.2041205231691827,1.024310300935457
1976-03-01,78.4,0.8428597158357222,0.9965838351450171
1976-04-01,38.7,0.7474081164869286,0.6099128032933525
1976-05-01,2.6,-0.8012958819811955,0.3904998020200635
1976-06-01,4.1,-0.9789088453110738,0.26884616108193277
1976-07-01,2.0,-1.8832437106175033,0.11135833369284538
1976-08-01,0.0,-1.3722433694883844,0.09984616140119448
1976-09-01,22.7,0.941680864658145,0.18728905974663212
1976-10-01,17.5,1.157563227106591,0.2430603852545793
1976-11-01,13.1,1.484803437708875,0.2960874708411431
1976-12-01,10.6,0.23139870725258221,0.21359334328478355
1977-01-01,113.2,0.6346245541808299,0.6587761056782031
1977-02-01,49.8,0.10412626911766518,-0.6192712540713912
1977-03-01,57.2,-0.24834050331975666,-0.7822158886282733
1977-04-01,285.0,0.5205339859076957,0.4288773065623192
1977-05-01,36.2,0.8436656759121935,0.5846255418652879
1977-06-01,19.1,1.4155939143697691,0.6445540997258289
1977-07-01,5.9,0.26331057648118866,0.6507305308365252
1977-08-01,0.8,0.10187917058817032,0.6501499395202638
1977-09-01,1.4,-0.45748666534390253,0.5670941741528319
1977-10-01,2.1,-0.7286423710690202,0.5007562167253707
1977-11-01,4.5,-0.2142972146145195,0.46073039421500456
1977-12-01,49.6,0.49999694815640866,0.59551479239945
1978-01-01,29.1,0.011112392407847487,0.2861482224838046
1978-02-01,263.8,1.0952078806866588,1.087590362022688
1978-03-01,163.7,1.0201841164952554,1.5030504594129517
1978-04-01,65.3,0.9216411140140786,0.686867408703889
1978-05-01,55.1,0.3708190222540299,0.7737786656437527
1978-06-01,15.5,0.18255813039146085,0.7591924489562355
1978-07-01,10.8,0.6707666210729949,0.7677290319071961
1978-08-01,1.3,0.18062409893091094,0.7655895529087808
1978-09-01,1.5,0.13568076300011792,0.7646137680018087
1978-10-01,0.4,-0.9086669974106765,0.7593488444448704
1978-11-01,11.7,0.16253776718751192,0.7745565952705601
1978-12-01,37.2,0.38352110010319945,0.707972794060392
1979-01-01,42.3,0.1223163353517035,0.7938129013040501
1979-02-01,63.9,-0.14724400710865013,-0.055258557945541346
1979-03-01,180.5,0.1796329406466081,0.0392288385266284
1979-04-01,49.3,0.058705099418981194,-0.049938017767242306
1979-05-01,14.0,0.13745861141638155,-0.22910709001748783
1979-06-01,1.2,-0.6241367666266563,-0.29053464139092905
1979-07-01,0.7,-1.289891639950211,-0.3442803498114343
1979-08-01,0.4,-2.7506880456231415,-0.34872775658733973
1979-09-01,6.0,-0.5963591147508126,-0.32781253423011525
1979-10-01,4.4,-0.0928911641710739,-0.323086306844869
1979-11-01,16.8,0.7553627102070322,-0.285156847949877
1979-12-01,4.3,-0.13885067603769172,-0.44007525791591895
1980-01-01,88.9,0.353834734341697,-0.21253269052542523
1980-02-01,339.5,1.484750164105625,0.9114976373039488
1980-03-01,50.5,1.1136023947568323,0.4444836897699478
1980-04-01,4.4,0.5308113912251408,0.22924667963698467
1980-05-01,1.5,-1.582705976837178,0.19649677792083295
1980-06-01,8.4,-2.6151510140124543,0.23523963837278192
1980-07-01,1.0,-1.6627516180989632,0.2308967815989519
1980-08-01,0.0,-0.9513804148922376,0.22701717080146044
1980-09-01,1.8,-1.4912819377268411,0.2067525546039854
1980-10-01,7.4,-0.2139267887504945,0.207435460765542
1980-11-01,96.1,2.4464116278551913,0.5318314437539262
1980-12-01,12.8,1.2490487240327628,0.5486023724609367
1981-01-01,101.0,1.2297120058943967,0.6254812070167344
1981-02-01,2.4,-0.4154349062374115,-0.9764781847505976
1981-03-01,341.2,0.9686510555955224,0.45296026156947095
1981-04-01,41.1,0.4890216118818469,0.5801971847275468
1981-05-01,0.4,0.8633280116941608,0.5933304173147873
1981-06-01,4.6,-0.9634743094434665,0.5803325611967586
1981-07-01,4.3,-1.8178628721974348,0.5849369188579125
1981-08-01,0.4,-0.9617666022139518,0.5830868055890065
1981-09-01,1.1,-0.8019755494379561,0.5786864567186865
1981-10-01,0.1,-1.307642185137349,0.5453223181434387
