data,precip_mm,spi3,spi12
1970-01-01,201.4,,
1970-02-01,35.2,,
1970-03-01,98.0,0.32784086018778663,
1970-04-01,15.7,-1.0862922612133097,
1970-05-01,5.8,-0.9259373033541858,
1970-06-01,4.4,-1.4802560032426373,
1970-07-01,6.7,-0.9740514918943276,
1970-08-01,3.6,-0.08331684813231655,
1970-09-01,0.7,-0.04532795428771822,
1970-10-01,131.5,2.7678159938349896,
1970-11-01,20.1,2.3885838796434746,
1970-12-01,2.0,1.2518211853934833,0.08820969581978427
1971-01-01,25.7,-1.229068732056407,-0.8077530340040353
1971-02-01,52.7,-1.4046014183944004,-0.7370368870180788
1971-03-01,201.8,-0.05521938038314192,-0.18769762872363413
1971-04-01,266.9,1.2021874158415744,0.9308753780554929
1971-05-01,40.1,1.5447960134134653,1.0522718603794305
1971-06-01,23.4,1.4809212554548674,1.111963882271021
1971-07-01,6.8,0.5174824206877121,1.0949892328642967
1971-08-01,1.2,0.6155876503798039,1.0824510781211494
1971-09-01,1.3,-0.2371863148944098,1.0868602630186222
1971-10-01,53.2,1.4793909647488819,0.7921369999566481
1971-11-01,18.8,1.3787737880488538,0.7764095445555007
1971-12-01,10.9,0.5904289800586198,0.7882588673645559
1972-01-01,83.4,-0.0188002315008512,1.0413451514450418
1972-02-01,31.0,-0.7410673362800064,0.9531057604107632
1972-03-01,150.4,-0.1733173574686474,0.8185591542138716
1972-04-01,75.2,-0.2045225449938483,-0.07953928450936139
1972-05-01,24.6,0.15458746963263909,-0.15389509397400833
1972-06-01,5.6,-0.07082421294171413,-0.23519601353501762
1972-07-01,1.4,-0.3868141239660575,-0.27063556589486043
1972-08-01,6.0,-0.1883390131295269,-0.24232217602384679
1972-09-01,0.9,-0.3616654994651773,-0.24829011995629086
1972-10-01,1.1,-0.22110908361181597,-0.5092723390912214
1972-11-01,0.5,-1.1210229068939364,-0.5846998880182052
1972-12-01,119.1,0.9765070378191273,-0.02582779737801994
1973-01-01,83.6,0.8113757354429725,-0.020980060042538173
1973-02-01,77.9,0.5997909253118687,0.13999888428189602
1973-03-01,236.9,0.724715189197955,0.5899481191564194
1973-04-01,233.6,1.3161966593443384,1.2004867658336145
1973-05-01,55.1,1.6183699465366983,1.2969527103952059
1973-06-01,90.6,1.7126626485552052,1.5755910032457237
1973-07-01,5.3,1.6333797940836539,1.5676931067481297
1973-08-01,1.7,1.9925131340812337,1.5455845011423985
1973-09-01,11.1,0.5891856550608131,1.584887584502496
1973-10-01,26.8,1.0953095548658327,1.6722490237565668
1973-11-01,5.6,0.8147743927109248,1.647929994531328
1973-12-01,16.2,0.11323221330025167,1.2696031870588298
1974-01-01,150.8,0.5704260943405167,1.5515137988634133
1974-02-01,186.9,1.0416803465344078,1.9824432167100379
1974-03-01,232.2,1.6114524573673914,1.9775591193912976
1974-04-01,229.3,1.7098367374113221,1.9728638373203167
1974-05-01,67.7,1.6339523835890273,1.9857811321484522
1974-06-01,10.5,1.364902986879503,1.6997948386843067
1974-07-01,12.6,0.8580495696942857,1.7016327808965095
1974-08-01,3.2,0.4417082443710213,1.697265468752079
1974-09-01,1.3,0.511301020973158,1.6721061273804922
1974-10-01,8.2,0.09827843987720206,1.6141856407272326
1974-11-01,31.1,0.7478334499045115,1.6563873790042505
1974-12-01,38.4,0.5284749855745018,1.6624773515061233
1975-01-01,68.1,0.24953091699423435,1.480405610625803
1975-02-01,115.6,0.1838541610338327,1.2597208330225174
1975-03-01,132.1,0.20085076154817827,0.9414444474423233
1975-04-01,156.5,0.6574396180633403,0.6137777137404419
1975-05-01,86.1,0.8970075489576674,0.6836196526582521
1975-06-01,25.9,1.1538606997600651,0.741413378360624
1975-07-01,22.8,1.4476321727891535,0.7673281296761093
1975-08-01,4.8,1.1961548828597874,0.7723281532398678
1975-09-01,1.1,1.282336278707755,0.7718322780348751
1975-10-01,3.9,-0.0853385485308366,0.7575236858836214
1975-11-01,1.6,-0.5932432147231141,0.6333835557680408
1975-12-01,44.7,0.14020710379490856,0.6429046827843726
1976-01-01,17.9,-0.7863012073937381,0.47678172320605416
1976-02-01,255.3,0.8335188794131834,1.0078560841229014
1976-03-01,59.0,0.311914845392619,0.786717229124078
1976-04-01,115.5,0.7844072225157696,0.5849704777077476
1976-05-01,3.4,-0.3850653491546611,0.21190555830848062
1976-06-01,1.6,0.08420359301402766,0.10295053303018847
1976-07-01,2.4,-1.6632168859145928,-0.003213182710152701
1976-08-01,0.1,-1.2893293925600995,-0.022526805593966397
1976-09-01,55.1,2.587170821992126,0.2246028432958671
